date,COMED_MW,hour
2011/2/18,11900,13
2011/2/18,11803,14
2011/2/18,11729,15
2011/2/18,11549,16
2011/2/18,11411,17
2011/2/18,11480,18
2011/2/18,11948,19
2011/2/18,12402,20
2011/2/18,12224,21
2011/2/18,11979,22
2011/2/18,11673,23
2011/2/19,11026,0
2011/2/19,10439,1
2011/2/19,9912,2
2011/2/19,9646,3
2011/2/19,9447,4
2011/2/19,9392,5
2011/2/19,9506,6
2011/2/19,9836,7
2011/2/19,10269,8
2011/2/19,10461,9
2011/2/19,10772,10
2011/2/19,10944,11
2011/2/19,10990,12
2011/2/19,10914,13
2011/2/19,10760,14
2011/2/19,10533,15
2011/2/19,10317,16
2011/2/19,10290,17
2011/2/19,10442,18
2011/2/19,11119,19
2011/2/19,11738,20
2011/2/19,11743,21
2011/2/19,11595,22
2011/2/19,11341,23
2011/2/20,10810,0
2011/2/20,10311,1
2011/2/20,9854,2
2011/2/20,9622,3
2011/2/20,9338,4
2011/2/20,9306,5
2011/2/20,9277,6
2011/2/20,9427,7
2011/2/20,9682,8
2011/2/20,9872,9
2011/2/20,10207,10
2011/2/20,10676,11
2011/2/20,10794,12
2011/2/20,10988,13
2011/2/20,11006,14
2011/2/20,11008,15
2011/2/20,10978,16
2011/2/20,11047,17
2011/2/20,11370,18
2011/2/20,11884,19
2011/2/20,12027,20
2011/2/20,11886,21
2011/2/20,11679,22
2011/2/20,11310,23
2011/2/21,10815,0
2011/2/21,10270,1
2011/2/21,9838,2
2011/2/21,9598,3
2011/2/21,9514,4
2011/2/21,9545,5
2011/2/21,9809,6
2011/2/21,10483,7
2011/2/21,11411,8
2011/2/21,12031,9
2011/2/21,12446,10
2011/2/21,12777,11
2011/2/21,13026,12
2011/2/21,13101,13
2011/2/21,13086,14
2011/2/21,13083,15
2011/2/21,12988,16
2011/2/21,12907,17
2011/2/21,13085,18
2011/2/21,13568,19
2011/2/21,13721,20
2011/2/21,13444,21
2011/2/21,13137,22
2011/2/21,12577,23
2011/2/22,11764,0
2011/2/22,11016,1
2011/2/22,10550,2
2011/2/22,10234,3
2011/2/22,10073,4
2011/2/22,10069,5
2011/2/22,10349,6
2011/2/22,11137,7
2011/2/22,12262,8
2011/2/22,12768,9
2011/2/22,12965,10
2011/2/22,13040,11
2011/2/22,13126,12
2011/2/22,13102,13
2011/2/22,13082,14
2011/2/22,13066,15
2011/2/22,12950,16
2011/2/22,12927,17
2011/2/22,13020,18
2011/2/22,13538,19
2011/2/22,13823,20
2011/2/22,13625,21
2011/2/22,13283,22
2011/2/22,12719,23
2011/2/23,11855,0
2011/2/23,11079,1
2011/2/23,10578,2
2011/2/23,10264,3
2011/2/23,10095,4
2011/2/23,10112,5
2011/2/23,10394,6
2011/2/23,11156,7
2011/2/23,12316,8
2011/2/23,12882,9
2011/2/23,13108,10
2011/2/23,13194,11
2011/2/23,13226,12
2011/2/23,13142,13
2011/2/23,13020,14
2011/2/23,12917,15
2011/2/23,12754,16
2011/2/23,12730,17
2011/2/23,12925,18
2011/2/23,13327,19
2011/2/23,13616,20
2011/2/23,13432,21
2011/2/23,13122,22
2011/2/23,12578,23
2011/2/24,11699,0
2011/2/24,10890,1
2011/2/24,10336,2
2011/2/24,9989,3
2011/2/24,9817,4
2011/2/24,9793,5
2011/2/24,10042,6
2011/2/24,10771,7
2011/2/24,11901,8
2011/2/24,12468,9
2011/2/24,12683,10
2011/2/24,12683,11
2011/2/24,12651,12
2011/2/24,12566,13
2011/2/24,12544,14
2011/2/24,12576,15
2011/2/24,12525,16
2011/2/24,12603,17
2011/2/24,12851,18
2011/2/24,13392,19
2011/2/24,13584,20
2011/2/24,13386,21
2011/2/24,13015,22
2011/2/24,12538,23
2011/2/25,11757,0
2011/2/25,10975,1
2011/2/25,10444,2
2011/2/25,10195,3
2011/2/25,10064,4
2011/2/25,10048,5
2011/2/25,10286,6
2011/2/25,10965,7
2011/2/25,11942,8
2011/2/25,12381,9
2011/2/25,12623,10
2011/2/25,12673,11
2011/2/25,12689,12
2011/2/25,12518,13
2011/2/25,12428,14
2011/2/25,12336,15
2011/2/25,12122,16
2011/2/25,11994,17
2011/2/25,12124,18
2011/2/25,12655,19
2011/2/25,12977,20
2011/2/25,12770,21
2011/2/25,12495,22
2011/2/25,12048,23
2011/2/26,11438,0
2011/2/26,10806,1
2011/2/26,10280,2
2011/2/26,9972,3
2011/2/26,9785,4
2011/2/26,9739,5
2011/2/26,9779,6
2011/2/26,10096,7
2011/2/26,10466,8
2011/2/26,10751,9
2011/2/26,11216,10
2011/2/26,11411,11
2011/2/26,11588,12
2011/2/26,11574,13
2011/2/26,11458,14
2011/2/26,11428,15
2011/2/26,11267,16
2011/2/26,11314,17
2011/2/26,11456,18
2011/2/26,11925,19
2011/2/26,12181,20
2011/2/26,12039,21
2011/2/26,11845,22
2011/2/26,11478,23
2011/2/27,10967,0
2011/2/27,10356,1
2011/2/27,9890,2
2011/2/27,9518,3
2011/2/27,9372,4
2011/2/27,9313,5
2011/2/27,9371,6
2011/2/27,9525,7
2011/2/27,9664,8
2011/2/27,9681,9
2011/2/27,9917,10
2011/2/27,9984,11
2011/2/27,10072,12
2011/2/27,10149,13
2011/2/27,10307,14
2011/2/27,10367,15
2011/2/27,10516,16
2011/2/27,10624,17
2011/2/27,11018,18
2011/2/27,11594,19
2011/2/27,11941,20
2011/2/27,11836,21
2011/2/27,11679,22
2011/2/27,11366,23
2011/2/28,10878,0
2011/2/28,10288,1
2011/2/28,9917,2
2011/2/28,9707,3
2011/2/28,9652,4
2011/2/28,9694,5
2011/2/28,9998,6
2011/2/28,10809,7
2011/2/28,11976,8
2011/2/28,12620,9
2011/2/28,12764,10
2011/2/28,12752,11
2011/2/28,12769,12
2011/2/28,12635,13
2011/2/28,12479,14
2011/2/28,12373,15
2011/2/28,12198,16
2011/2/28,12059,17
2011/2/28,12126,18
2011/2/28,12583,19
2011/2/28,13257,20
2011/2/28,13169,21
2011/2/28,12900,22
2011/2/28,12400,23
2011/3/1,11527,0
2011/3/1,10795,1
2011/3/1,10351,2
2011/3/1,10131,3
2011/3/1,10005,4
2011/3/1,10026,5
2011/3/1,10314,6
2011/3/1,11036,7
2011/3/1,12041,8
2011/3/1,12508,9
2011/3/1,12621,10
2011/3/1,12618,11
2011/3/1,12581,12
2011/3/1,12462,13
2011/3/1,12307,14
2011/3/1,12229,15
2011/3/1,12086,16
2011/3/1,12058,17
2011/3/1,12128,18
2011/3/1,12409,19
2011/3/1,12987,20
2011/3/1,12871,21
2011/3/1,12587,22
2011/3/1,12074,23
2011/3/2,11278,0
2011/3/2,10505,1
2011/3/2,10043,2
2011/3/2,9790,3
2011/3/2,9649,4
2011/3/2,9672,5
2011/3/2,9965,6
2011/3/2,10764,7
2011/3/2,11779,8
2011/3/2,12269,9
2011/3/2,12412,10
2011/3/2,12475,11
2011/3/2,12527,12
2011/3/2,12437,13
2011/3/2,12362,14
2011/3/2,12306,15
2011/3/2,12166,16
2011/3/2,12118,17
2011/3/2,12224,18
2011/3/2,12694,19
2011/3/2,13402,20
2011/3/2,13350,21
2011/3/2,13090,22
2011/3/2,12595,23
2011/3/3,11750,0
2011/3/3,11021,1
2011/3/3,10536,2
2011/3/3,10256,3
2011/3/3,10098,4
2011/3/3,10089,5
2011/3/3,10333,6
2011/3/3,11043,7
2011/3/3,12099,8
2011/3/3,12609,9
2011/3/3,12742,10
2011/3/3,12748,11
2011/3/3,12705,12
2011/3/3,12598,13
2011/3/3,12429,14
2011/3/3,12308,15
2011/3/3,12170,16
2011/3/3,12118,17
2011/3/3,12231,18
2011/3/3,12592,19
2011/3/3,13092,20
2011/3/3,12919,21
2011/3/3,12565,22
2011/3/3,12033,23
2011/3/4,11166,0
2011/3/4,10416,1
2011/3/4,9909,2
2011/3/4,9622,3
2011/3/4,9418,4
2011/3/4,9391,5
2011/3/4,9596,6
2011/3/4,10226,7
2011/3/4,11347,8
2011/3/4,11976,9
2011/3/4,12190,10
2011/3/4,12271,11
2011/3/4,12166,12
2011/3/4,11981,13
2011/3/4,11830,14
2011/3/4,11793,15
2011/3/4,11765,16
2011/3/4,11871,17
2011/3/4,12206,18
2011/3/4,12527,19
2011/3/4,12606,20
2011/3/4,12478,21
2011/3/4,12300,22
2011/3/4,11912,23
2011/3/5,11180,0
2011/3/5,10480,1
2011/3/5,10000,2
2011/3/5,9696,3
2011/3/5,9506,4
2011/3/5,9451,5
2011/3/5,9505,6
2011/3/5,9839,7
2011/3/5,10234,8
2011/3/5,10671,9
2011/3/5,11082,10
2011/3/5,11463,11
2011/3/5,11585,12
2011/3/5,11578,13
2011/3/5,11500,14
2011/3/5,11439,15
2011/3/5,11320,16
2011/3/5,11306,17
2011/3/5,11377,18
2011/3/5,11745,19
2011/3/5,12180,20
2011/3/5,12086,21
2011/3/5,11854,22
2011/3/5,11565,23
2011/3/6,11025,0
2011/3/6,10482,1
2011/3/6,10075,2
2011/3/6,9711,3
2011/3/6,9564,4
2011/3/6,9429,5
2011/3/6,9519,6
2011/3/6,9645,7
2011/3/6,9745,8
2011/3/6,9889,9
2011/3/6,10247,10
2011/3/6,10428,11
2011/3/6,10549,12
2011/3/6,10551,13
2011/3/6,10431,14
2011/3/6,10329,15
2011/3/6,10204,16
2011/3/6,10189,17
2011/3/6,10379,18
2011/3/6,10902,19
2011/3/6,11816,20
2011/3/6,11826,21
2011/3/6,11681,22
2011/3/6,11333,23
2011/3/7,10783,0
2011/3/7,10241,1
2011/3/7,9882,2
2011/3/7,9726,3
2011/3/7,9626,4
2011/3/7,9673,5
2011/3/7,9989,6
2011/3/7,10742,7
2011/3/7,11687,8
2011/3/7,12234,9
2011/3/7,12547,10
2011/3/7,12677,11
2011/3/7,12770,12
2011/3/7,12652,13
2011/3/7,12610,14
2011/3/7,12613,15
2011/3/7,12553,16
2011/3/7,12449,17
2011/3/7,12511,18
2011/3/7,12836,19
2011/3/7,13273,20
2011/3/7,13099,21
2011/3/7,12800,22
2011/3/7,12225,23
2011/3/8,11337,0
2011/3/8,10596,1
2011/3/8,10116,2
2011/3/8,9859,3
2011/3/8,9691,4
2011/3/8,9659,5
2011/3/8,9923,6
2011/3/8,10662,7
2011/3/8,11599,8
2011/3/8,12137,9
2011/3/8,12247,10
2011/3/8,12162,11
2011/3/8,12161,12
2011/3/8,12083,13
2011/3/8,12020,14
2011/3/8,12012,15
2011/3/8,11943,16
2011/3/8,11973,17
2011/3/8,12292,18
2011/3/8,12707,19
2011/3/8,13144,20
2011/3/8,12850,21
2011/3/8,12529,22
2011/3/8,11942,23
2011/3/9,11073,0
2011/3/9,10325,1
2011/3/9,9796,2
2011/3/9,9537,3
2011/3/9,9420,4
2011/3/9,9421,5
2011/3/9,9723,6
2011/3/9,10440,7
2011/3/9,11487,8
2011/3/9,12138,9
2011/3/9,12321,10
2011/3/9,12405,11
2011/3/9,12455,12
2011/3/9,12346,13
2011/3/9,12250,14
2011/3/9,12254,15
2011/3/9,12217,16
2011/3/9,12261,17
2011/3/9,12409,18
2011/3/9,12824,19
2011/3/9,13007,20
2011/3/9,12838,21
2011/3/9,12542,22
2011/3/9,12034,23
2011/3/10,11250,0
2011/3/10,10482,1
2011/3/10,10003,2
2011/3/10,9716,3
2011/3/10,9588,4
2011/3/10,9625,5
2011/3/10,9913,6
2011/3/10,10646,7
2011/3/10,11751,8
2011/3/10,12400,9
2011/3/10,12683,10
2011/3/10,12796,11
2011/3/10,12897,12
2011/3/10,12865,13
2011/3/10,12805,14
2011/3/10,12774,15
2011/3/10,12678,16
2011/3/10,12511,17
2011/3/10,12383,18
2011/3/10,12497,19
2011/3/10,13189,20
2011/3/10,13156,21
2011/3/10,12839,22
2011/3/10,12369,23
2011/3/11,11533,0
2011/3/11,10811,1
2011/3/11,10288,2
2011/3/11,10017,3
2011/3/11,9844,4
2011/3/11,9873,5
2011/3/11,10151,6
2011/3/11,10838,7
2011/3/11,11679,8
2011/3/11,12125,9
2011/3/11,12206,10
2011/3/11,12156,11
2011/3/11,12154,12
2011/3/11,12004,13
2011/3/11,11851,14
2011/3/11,11724,15
2011/3/11,11523,16
2011/3/11,11330,17
2011/3/11,11323,18
2011/3/11,11653,19
2011/3/11,12272,20
2011/3/11,12240,21
2011/3/11,11964,22
2011/3/11,11555,23
2011/3/12,10931,0
2011/3/12,10256,1
2011/3/12,9653,2
2011/3/12,9274,3
2011/3/12,9098,4
2011/3/12,9030,5
2011/3/12,9091,6
2011/3/12,9396,7
2011/3/12,9779,8
2011/3/12,10169,9
2011/3/12,10653,10
2011/3/12,11014,11
2011/3/12,11200,12
2011/3/12,11204,13
2011/3/12,11078,14
2011/3/12,10914,15
2011/3/12,10757,16
2011/3/12,10732,17
2011/3/12,10795,18
2011/3/12,11154,19
2011/3/12,11704,20
2011/3/12,11664,21
2011/3/12,11477,22
2011/3/12,11163,23
2011/3/13,10650,0
2011/3/13,10149,1
2011/3/13,9719,2
2011/3/13,9477,4
2011/3/13,9266,5
2011/3/13,9290,6
2011/3/13,9332,7
2011/3/13,9621,8
2011/3/13,9626,9
2011/3/13,9831,10
2011/3/13,10028,11
2011/3/13,10079,12
2011/3/13,10063,13
2011/3/13,10006,14
2011/3/13,9881,15
2011/3/13,9842,16
2011/3/13,9798,17
2011/3/13,9929,18
2011/3/13,10165,19
2011/3/13,10505,20
2011/3/13,11250,21
2011/3/13,11262,22
2011/3/13,11028,23
2011/3/14,10529,0
2011/3/14,9943,1
2011/3/14,9580,2
2011/3/14,9349,3
2011/3/14,9252,4
2011/3/14,9298,5
2011/3/14,9582,6
2011/3/14,10345,7
2011/3/14,11524,8
2011/3/14,12226,9
2011/3/14,12470,10
2011/3/14,12480,11
2011/3/14,12400,12
2011/3/14,12218,13
2011/3/14,12084,14
2011/3/14,12000,15
2011/3/14,11827,16
2011/3/14,11638,17
2011/3/14,11545,18
2011/3/14,11502,19
2011/3/14,11593,20
2011/3/14,12458,21
2011/3/14,12458,22
2011/3/14,12039,23
2011/3/15,11298,0
2011/3/15,10527,1
2011/3/15,9944,2
2011/3/15,9644,3
2011/3/15,9458,4
2011/3/15,9448,5
2011/3/15,9651,6
2011/3/15,10372,7
2011/3/15,11624,8
2011/3/15,12340,9
2011/3/15,12438,10
2011/3/15,12432,11
2011/3/15,12478,12
2011/3/15,12481,13
2011/3/15,12430,14
2011/3/15,12462,15
2011/3/15,12341,16
2011/3/15,12183,17
2011/3/15,12139,18
2011/3/15,12202,19
2011/3/15,12365,20
2011/3/15,12706,21
2011/3/15,12504,22
2011/3/15,11978,23
2011/3/16,11115,0
2011/3/16,10377,1
2011/3/16,9853,2
2011/3/16,9534,3
2011/3/16,9351,4
2011/3/16,9327,5
2011/3/16,9576,6
2011/3/16,10281,7
2011/3/16,11516,8
2011/3/16,12053,9
2011/3/16,12070,10
2011/3/16,11986,11
2011/3/16,11916,12
2011/3/16,11849,13
2011/3/16,11719,14
2011/3/16,11684,15
2011/3/16,11564,16
2011/3/16,11380,17
2011/3/16,11228,18
2011/3/16,11042,19
2011/3/16,11050,20
2011/3/16,11707,21
2011/3/16,11646,22
2011/3/16,11259,23
2011/3/17,10547,0
2011/3/17,9770,1
2011/3/17,9235,2
2011/3/17,8912,3
2011/3/17,8729,4
2011/3/17,8670,5
2011/3/17,8865,6
2011/3/17,9530,7
2011/3/17,10778,8
2011/3/17,11420,9
2011/3/17,11547,10
2011/3/17,11572,11
2011/3/17,11687,12
2011/3/17,11697,13
2011/3/17,11701,14
2011/3/17,11744,15
2011/3/17,11681,16
2011/3/17,11577,17
2011/3/17,11527,18
2011/3/17,11430,19
2011/3/17,11511,20
2011/3/17,11879,21
2011/3/17,11708,22
2011/3/17,11203,23
2011/3/18,10334,0
2011/3/18,9529,1
2011/3/18,8931,2
2011/3/18,8585,3
2011/3/18,8374,4
2011/3/18,8343,5
2011/3/18,8563,6
2011/3/18,9204,7
2011/3/18,10453,8
2011/3/18,11043,9
2011/3/18,11293,10
2011/3/18,11361,11
2011/3/18,11479,12
2011/3/18,11387,13
2011/3/18,11329,14
2011/3/18,11284,15
2011/3/18,11166,16
2011/3/18,10967,17
2011/3/18,10827,18
2011/3/18,10703,19
2011/3/18,10740,20
2011/3/18,11349,21
2011/3/18,11331,22
2011/3/18,11034,23
2011/3/19,10433,0
2011/3/19,9751,1
2011/3/19,9199,2
2011/3/19,8905,3
2011/3/19,8719,4
2011/3/19,8640,5
2011/3/19,8732,6
2011/3/19,8988,7
2011/3/19,9510,8
2011/3/19,9715,9
2011/3/19,10018,10
2011/3/19,10164,11
2011/3/19,10247,12
2011/3/19,10128,13
2011/3/19,9961,14
2011/3/19,9754,15
2011/3/19,9568,16
2011/3/19,9445,17
2011/3/19,9411,18
2011/3/19,9495,19
2011/3/19,9751,20
2011/3/19,10500,21
2011/3/19,10594,22
2011/3/19,10385,23
2011/3/20,9927,0
2011/3/20,9400,1
2011/3/20,8919,2
2011/3/20,8573,3
2011/3/20,8347,4
2011/3/20,8267,5
2011/3/20,8224,6
2011/3/20,8363,7
2011/3/20,8645,8
2011/3/20,8807,9
2011/3/20,9174,10
2011/3/20,9563,11
2011/3/20,9864,12
2011/3/20,10145,13
2011/3/20,10192,14
2011/3/20,10066,15
2011/3/20,9942,16
2011/3/20,9863,17
2011/3/20,9734,18
2011/3/20,9685,19
2011/3/20,9902,20
2011/3/20,10559,21
2011/3/20,10513,22
2011/3/20,10149,23
2011/3/21,9580,0
2011/3/21,8971,1
2011/3/21,8569,2
2011/3/21,8303,3
2011/3/21,8198,4
2011/3/21,8215,5
2011/3/21,8460,6
2011/3/21,9226,7
2011/3/21,10467,8
2011/3/21,11198,9
2011/3/21,11439,10
2011/3/21,11567,11
2011/3/21,11612,12
2011/3/21,11531,13
2011/3/21,11413,14
2011/3/21,11389,15
2011/3/21,11259,16
2011/3/21,11104,17
2011/3/21,10986,18
2011/3/21,10953,19
2011/3/21,11092,20
2011/3/21,11757,21
2011/3/21,11719,22
2011/3/21,11266,23
2011/3/22,10492,0
2011/3/22,9767,1
2011/3/22,9284,2
2011/3/22,8986,3
2011/3/22,8832,4
2011/3/22,8797,5
2011/3/22,9027,6
2011/3/22,9694,7
2011/3/22,10924,8
2011/3/22,11789,9
2011/3/22,12044,10
2011/3/22,12202,11
2011/3/22,12298,12
2011/3/22,12269,13
2011/3/22,12226,14
2011/3/22,12291,15
2011/3/22,12258,16
2011/3/22,12282,17
2011/3/22,12284,18
2011/3/22,12308,19
2011/3/22,12314,20
2011/3/22,12593,21
2011/3/22,12374,22
2011/3/22,11829,23
2011/3/23,11042,0
2011/3/23,10228,1
2011/3/23,9690,2
2011/3/23,9351,3
2011/3/23,9181,4
2011/3/23,9133,5
2011/3/23,9365,6
2011/3/23,10052,7
2011/3/23,11208,8
2011/3/23,11879,9
2011/3/23,12196,10
2011/3/23,12285,11
2011/3/23,12337,12
2011/3/23,12197,13
2011/3/23,12102,14
2011/3/23,12047,15
2011/3/23,12031,16
2011/3/23,12025,17
2011/3/23,12077,18
2011/3/23,12148,19
2011/3/23,12205,20
2011/3/23,12646,21
2011/3/23,12558,22
2011/3/23,12125,23
2011/3/24,11353,0
2011/3/24,10575,1
2011/3/24,10076,2
2011/3/24,9788,3
2011/3/24,9615,4
2011/3/24,9613,5
2011/3/24,9841,6
2011/3/24,10523,7
2011/3/24,11721,8
2011/3/24,12234,9
2011/3/24,12436,10
2011/3/24,12451,11
2011/3/24,12508,12
2011/3/24,12395,13
2011/3/24,12301,14
2011/3/24,12189,15
2011/3/24,12067,16
2011/3/24,11898,17
2011/3/24,11758,18
2011/3/24,11689,19
2011/3/24,11686,20
2011/3/24,12381,21
2011/3/24,12477,22
2011/3/24,12067,23
2011/3/25,11331,0
2011/3/25,10608,1
2011/3/25,10068,2
2011/3/25,9801,3
2011/3/25,9621,4
2011/3/25,9607,5
2011/3/25,9831,6
2011/3/25,10498,7
2011/3/25,11586,8
2011/3/25,12127,9
2011/3/25,12377,10
2011/3/25,12453,11
2011/3/25,12505,12
2011/3/25,12305,13
2011/3/25,12126,14
2011/3/25,12039,15
2011/3/25,11843,16
2011/3/25,11639,17
2011/3/25,11509,18
2011/3/25,11400,19
2011/3/25,11486,20
2011/3/25,12158,21
2011/3/25,12211,22
2011/3/25,11899,23
2011/3/26,11276,0
2011/3/26,10695,1
2011/3/26,10131,2
2011/3/26,9841,3
2011/3/26,9615,4
2011/3/26,9572,5
2011/3/26,9661,6
2011/3/26,9947,7
2011/3/26,10422,8
2011/3/26,10657,9
2011/3/26,11005,10
2011/3/26,11285,11
2011/3/26,11302,12
2011/3/26,11221,13
2011/3/26,10976,14
2011/3/26,10759,15
2011/3/26,10551,16
2011/3/26,10405,17
2011/3/26,10352,18
2011/3/26,10461,19
2011/3/26,10660,20
2011/3/26,11394,21
2011/3/26,11507,22
2011/3/26,11247,23
2011/3/27,10778,0
2011/3/27,10244,1
2011/3/27,9751,2
2011/3/27,9484,3
2011/3/27,9288,4
2011/3/27,9195,5
2011/3/27,9274,6
2011/3/27,9402,7
2011/3/27,9632,8
2011/3/27,9561,9
2011/3/27,9784,10
2011/3/27,9948,11
2011/3/27,10049,12
2011/3/27,10066,13
2011/3/27,9967,14
2011/3/27,9895,15
2011/3/27,9819,16
2011/3/27,9786,17
2011/3/27,9797,18
2011/3/27,9916,19
2011/3/27,10128,20
2011/3/27,11042,21
2011/3/27,11247,22
2011/3/27,11032,23
2011/3/28,10561,0
2011/3/28,10056,1
2011/3/28,9706,2
2011/3/28,9501,3
2011/3/28,9452,4
2011/3/28,9499,5
2011/3/28,9810,6
2011/3/28,10558,7
2011/3/28,11609,8
2011/3/28,12104,9
2011/3/28,12284,10
2011/3/28,12263,11
2011/3/28,12297,12
2011/3/28,12201,13
2011/3/28,12095,14
2011/3/28,12035,15
2011/3/28,11854,16
2011/3/28,11612,17
2011/3/28,11499,18
2011/3/28,11444,19
2011/3/28,11460,20
2011/3/28,12202,21
2011/3/28,12340,22
2011/3/28,11940,23
2011/3/29,11190,0
2011/3/29,10480,1
2011/3/29,9978,2
2011/3/29,9712,3
2011/3/29,9532,4
2011/3/29,9530,5
2011/3/29,9731,6
2011/3/29,10419,7
2011/3/29,11452,8
2011/3/29,11952,9
2011/3/29,12177,10
2011/3/29,12153,11
2011/3/29,12121,12
2011/3/29,12024,13
2011/3/29,11917,14
2011/3/29,11821,15
2011/3/29,11694,16
2011/3/29,11524,17
2011/3/29,11355,18
2011/3/29,11323,19
2011/3/29,11346,20
2011/3/29,12047,21
2011/3/29,12177,22
2011/3/29,11769,23
2011/3/30,11089,0
2011/3/30,10374,1
2011/3/30,9845,2
2011/3/30,9508,3
2011/3/30,9324,4
2011/3/30,9309,5
2011/3/30,9523,6
2011/3/30,10196,7
2011/3/30,11222,8
2011/3/30,11771,9
2011/3/30,12044,10
2011/3/30,12060,11
2011/3/30,12015,12
2011/3/30,11905,13
2011/3/30,11743,14
2011/3/30,11649,15
2011/3/30,11509,16
2011/3/30,11307,17
2011/3/30,11176,18
2011/3/30,11085,19
2011/3/30,11062,20
2011/3/30,11680,21
2011/3/30,11906,22
2011/3/30,11547,23
2011/3/31,10897,0
2011/3/31,10220,1
2011/3/31,9737,2
2011/3/31,9466,3
2011/3/31,9320,4
2011/3/31,9347,5
2011/3/31,9598,6
2011/3/31,10289,7
2011/3/31,11293,8
2011/3/31,11744,9
2011/3/31,11899,10
2011/3/31,11899,11
2011/3/31,11860,12
2011/3/31,11740,13
2011/3/31,11621,14
2011/3/31,11557,15
2011/3/31,11401,16
2011/3/31,11211,17
2011/3/31,11073,18
2011/3/31,10972,19
2011/3/31,10933,20
2011/3/31,11557,21
2011/3/31,11708,22
2011/3/31,11398,23
2011/4/1,10737,0
2011/4/1,10059,1
2011/4/1,9592,2
2011/4/1,9317,3
2011/4/1,9159,4
2011/4/1,9134,5
2011/4/1,9351,6
2011/4/1,9980,7
2011/4/1,10915,8
2011/4/1,11441,9
2011/4/1,11686,10
2011/4/1,11796,11
2011/4/1,11915,12
2011/4/1,11927,13
2011/4/1,12000,14
2011/4/1,12110,15
2011/4/1,11993,16
2011/4/1,11790,17
2011/4/1,11632,18
2011/4/1,11562,19
2011/4/1,11463,20
2011/4/1,11800,21
2011/4/1,11763,22
2011/4/1,11403,23
2011/4/2,10760,0
2011/4/2,10059,1
2011/4/2,9498,2
2011/4/2,9143,3
2011/4/2,8916,4
2011/4/2,8833,5
2011/4/2,8890,6
2011/4/2,9106,7
2011/4/2,9566,8
2011/4/2,9727,9
2011/4/2,10016,10
2011/4/2,10122,11
2011/4/2,10202,12
2011/4/2,10157,13
2011/4/2,10076,14
2011/4/2,9857,15
2011/4/2,9667,16
2011/4/2,9514,17
2011/4/2,9457,18
2011/4/2,9402,19
2011/4/2,9501,20
2011/4/2,10145,21
2011/4/2,10509,22
2011/4/2,10345,23
2011/4/3,9855,0
2011/4/3,9318,1
2011/4/3,8851,2
2011/4/3,8539,3
2011/4/3,8392,4
2011/4/3,8263,5
2011/4/3,8290,6
2011/4/3,8416,7
2011/4/3,8526,8
2011/4/3,8755,9
2011/4/3,9080,10
2011/4/3,9345,11
2011/4/3,9567,12
2011/4/3,9633,13
2011/4/3,9448,14
2011/4/3,9482,15
2011/4/3,9481,16
2011/4/3,9453,17
2011/4/3,9407,18
2011/4/3,9465,19
2011/4/3,9578,20
2011/4/3,10151,21
2011/4/3,10235,22
2011/4/3,9908,23
2011/4/4,9418,0
2011/4/4,8802,1
2011/4/4,8402,2
2011/4/4,8035,3
2011/4/4,8057,4
2011/4/4,8059,5
2011/4/4,8214,6
2011/4/4,8910,7
2011/4/4,10096,8
2011/4/4,10908,9
2011/4/4,11266,10
2011/4/4,11593,11
2011/4/4,11578,12
2011/4/4,11582,13
2011/4/4,11625,14
2011/4/4,11676,15
2011/4/4,11572,16
2011/4/4,11413,17
2011/4/4,11389,18
2011/4/4,11446,19
2011/4/4,11456,20
2011/4/4,11893,21
2011/4/4,11905,22
2011/4/4,11442,23
2011/4/5,10646,0
2011/4/5,9839,1
2011/4/5,9343,2
2011/4/5,9026,3
2011/4/5,8853,4
2011/4/5,8866,5
2011/4/5,9131,6
2011/4/5,9915,7
2011/4/5,10957,8
2011/4/5,11460,9
2011/4/5,11613,10
2011/4/5,11635,11
2011/4/5,11700,12
2011/4/5,11693,13
2011/4/5,11641,14
2011/4/5,11560,15
2011/4/5,11400,16
2011/4/5,11202,17
2011/4/5,11063,18
2011/4/5,10960,19
2011/4/5,10957,20
2011/4/5,11491,21
2011/4/5,11713,22
2011/4/5,11321,23
2011/4/6,10535,0
2011/4/6,9757,1
2011/4/6,9231,2
2011/4/6,8909,3
2011/4/6,8692,4
2011/4/6,8616,5
2011/4/6,8818,6
2011/4/6,9519,7
2011/4/6,10609,8
2011/4/6,11245,9
2011/4/6,11528,10
2011/4/6,11674,11
2011/4/6,11742,12
2011/4/6,11646,13
2011/4/6,11543,14
2011/4/6,11545,15
2011/4/6,11441,16
2011/4/6,11305,17
2011/4/6,11155,18
2011/4/6,11016,19
2011/4/6,10913,20
2011/4/6,11417,21
2011/4/6,11655,22
2011/4/6,11225,23
2011/4/7,10438,0
2011/4/7,9661,1
2011/4/7,9185,2
2011/4/7,8884,3
2011/4/7,8711,4
2011/4/7,8687,5
2011/4/7,8896,6
2011/4/7,9573,7
2011/4/7,10637,8
2011/4/7,11331,9
2011/4/7,11617,10
2011/4/7,11712,11
2011/4/7,11761,12
2011/4/7,11698,13
2011/4/7,11594,14
2011/4/7,11621,15
2011/4/7,11523,16
2011/4/7,11401,17
2011/4/7,11332,18
2011/4/7,11383,19
2011/4/7,11543,20
2011/4/7,12019,21
2011/4/7,11940,22
2011/4/7,11513,23
2011/4/8,10733,0
2011/4/8,9944,1
2011/4/8,9377,2
